Movie Name,Year of Release,Duration,Genre,Certificate,Movie Rating,Description,Director,Stars,Votes,Gross,processed_description,description_sentiment
Girl Black,1956,100.0,Drama Romance            ,R,7.8,"backdrop cloudless summer , love 's unforeseen complication entwine Athenian writer , morosely beautiful daughter , scorned local suitor . , calamity strike . love redeem sad girl black ?",Michael Cacoyannis,Ellie Lambeti,1106,0.0,against the backdrop of a cloudless summer loves unforeseen complications will entwine an athenian writer a morosely beautiful daughter and a scorned local suitor and then calamity strikes can love redeem the sad girl in black,low positive
Maksim Perepelitsa,1956,94.0,Comedy            ,R,7.6,"Maxim Perepelitsa cheerful , mischievous resourceful young man Ukrainian village . love make story invent practical joke . drafted Russian Army , n't stop antic .",Anatoliy Granik,Leonid Bykov,1099,0.0,maxim perepelitsa is a cheerful mischievous and resourceful young man from a ukrainian village he loves to make up stories and invent practical jokes when he is drafted into the russian army he doesnt stop his antics,low positive
"Dom , v kotorom ya zhivu",1957,100.0,Drama Romance War            ,R,7.7,film war point view left behind .,"Lev Kulidzhanov, Yakov Segel",Valentina Telegina,440,0.0,a film about war from the point of view of those left behind,low negative
Drei Männer im Schnee,1955,93.0,Comedy            ,R,7.6,"rich man win vacation hotel take disguise poor man supervision butler . hotel manager get tipped plot , misidentifies money-less doctor eccentric .",Kurt Hoffmann,Paul Dahlke,937,0.0,a rich man wins a vacation at a hotel but takes it in the disguise of a poor man under the supervision of his butler the hotel manager gets tipped off about the plot but misidentifies a moneyless doctor as the eccentric,low positive
La 'Moara cu noroc ',1957,110.0,Crime Drama            ,R,7.6,"Follows inner transformation man tried fight demon , love money , lost .",Victor Iliu,Constantin Codrescu,537,0.0,follows the inner transformation of a man who tried to fight his demon the love for money and lost,low positive
Hannibál tanár úr,1956,89.0,Comedy Drama            ,R,7.6,"Latin teacher publishes essay Carthaginian General Hannibal , quickly hailed celebrity genius , reality become unwitting pawn far-right politician .",Zoltán Fábri,Ern Szab,837,0.0,when a latin teacher publishes an essay on the carthaginian general hannibal he is quickly hailed as a celebrity genius but in reality has become an unwitting pawn of farright politicians,low positive
Dobrý voják Svejk,1957,108.0,War Comedy            ,R,7.4,Mrs Müllerova ( E. Svobodova ) informs tenant Svejk ( R. Hrusinsky ) recent assassination Archduke Ferdinand . Svejk head local pub unaware secret police ... See full summary »,Karel Steklý,Rudolf Hrusnsk,1422,0.0,mrs müllerova e svobodova informs her tenant svejk r hrusinsky about the recent assassination of archduke ferdinand svejk heads out to the local pub unaware that a secret police                 see full summary »,low negative
Magdana 's Donkey,1955,50.0,Drama            ,R,7.7,"Small Georgian village ( ca . 1890 ) Magdana widow life shack 3 child ekes living selling yogurt . child find donkey lying road nurse health , seems family 's trouble .","Tengiz Abuladze, Rezo Chkheidze",Dudukhana Tserodze,572,0.0,small georgian village ca 1890 magdana a widow lives in a shack with her 3 children and ekes out a living selling yogurt when the children find a donkey lying by the road and nurse it to health it seems the familys troubles are over,low negative
Stars,1959,91.0,War Drama            ,R,7.5,tragic love Jewish girl Nazi officer presented symbol human purity defeated fascism racial prejudice .,Konrad Wolf,Sasha Krusharska,457,0.0,the tragic love of a jewish girl and a nazi officer is presented as a symbol of human purity defeated by fascism and racial prejudice,low negative
La banda degli onesti,1956,106.0,Comedy            ,R,7.5,"Three decent clumsy men facing economic difficulty reluctantly start fabricate counterfeit bill ; son one cop follows case , ignoring father 's involvement .",Camillo Mastrocinque,Tot,1563,0.0,three decent but clumsy men facing economic difficulties reluctantly start to fabricate counterfeit bills the son of one of them is the cop who follows the case ignoring his fathers involvement,low positive
Dutifully Report,1958,91.0,Comedy War            ,R,7.5,Sequel adaptation famous satiric tale well-intending soldier Schweik Jaroslav Hasek .,Karel Steklý,Rudolf Hrusnsk,797,0.0,sequel of the adaptation of the famous satiric tale of wellintending soldier schweik by jaroslav hasek,high positive
D.I .,1957,106.0,Drama            ,R,7.3,"no-nonsense Drill Instructor convinced make recruit , haunted family combat history falter pressure , Marine .",Jack Webb,Jack Webb,1023,0.0,a nononsense drill instructor is convinced that he can make a recruit that is haunted by his family combat history and who falters under pressure into a marine,neutral
Dead Man 's Treasure,1959,89.0,Comedy            ,R,7.5,"Theoni find strange way gain money , order pay bill , renting room rickety house .",Nikos Tsiforos,Georgia Vasileiadou,619,0.0,theoni finds a strange way to gain some money in order to pay her bills  by renting rooms in her rickety house,low negative
Delo bylo v Penkove,1958,100.0,Drama Romance            ,R,7.5,"Take care husband attentively , even best woman village . Otherwise another woman town take immediately . advice save husband desperate zootechnician Tonya .",Stanislav Rostotskiy,Maya Menglet,422,0.0,take care of your husband attentively even if you are the best woman in your village otherwise another woman from a town will take him immediately and other advice on how to save your husband from the desperate zootechnician tonya,low positive
Liliomfi,1955,109.0,Comedy Romance            ,R,7.5,Mariska Liliomfi fall love without suspecting Mariska 's foster father also Liliomfi 's uncle . Soon couple must contend professor 's plan make Liliomfi give `` unrespectable `` profession acting .,Károly Makk,Ivn Darvas,590,0.0,mariska and liliomfi fall in love without suspecting that mariskas foster father is also liliomfis uncle soon the couple must contend with the professors plan to make liliomfi give up his unrespectable profession of acting,low positive
Beautiful Boy,2018,120.0,Biography Drama            ,R,7.4,"Based best-selling pair memoir father son David Nic Sheff , Beautiful Boy chronicle heartbreaking inspiring experience survival , relapse recovery family coping addiction many year .",Felix van Groeningen,Steve Carell,93906,7.65,based on the bestselling pair of memoirs from father and son david and nic sheff beautiful boy chronicles the heartbreaking and inspiring experience of survival relapse and recovery in a family coping with addiction over many years,high positive
Fantastic Beasts Find,2016,132.0,Adventure Family Fantasy            ,PG-13,7.2,adventure writer Newt Scamander New York 's secret community witch wizard seventy year Harry Potter read book school .,David Yates,Eddie Redmayne,500166,234.04,the adventures of writer newt scamander in new yorks secret community of witches and wizards seventy years before harry potter reads his book in school,low negative
Last Night Soho,2021,116.0,Drama Horror Mystery            ,R,7.0,"Aspiring fashion designer Eloise mysteriously able enter 1960s , encounter dazzling wannabe singer Sandie . glamour seems , dream past crack splinter something darker .",Edgar Wright,Thomasin McKenzie,169094,0.0,aspiring fashion designer eloise is mysteriously able to enter the 1960s where she encounters dazzling wannabe singer sandie but the glamour is not as it seems and the dreams of the past crack and splinter into something darker,low positive
Sandra,1965,105.0,Drama Mystery            ,R,7.2,"Sandra return childhood village take care family business , childhood memory secret soon overcome .",Luchino Visconti,Claudia Cardinale,2172,0.0,sandra returns to her childhood village to take care of family business but her childhood memories and secrets soon overcome her,neutral
Man Rio,1964,112.0,Action Adventure Comedy            ,Not Rated,7.0,young man come rescue girlfriend abducted thief brought Rio . extravagant adventure ensues .,Philippe de Broca,JeanPaul Belmondo,6058,0.04,a young man comes to the rescue of his girlfriend abducted by thieves and brought to rio an extravagant adventure ensues,low positive
Les tricheurs,1958,120.0,Drama            ,Not Rated,7.1,"Bob Letellier , good looking rich kid study science , make acquaintance Alain , cynical immoral young man . latter introduces existentialist circle Saint-Germain-des-Prés . Bob invited party becomes Clo 's lover , rich heiress .",Marcel Carné,Pascale Petit,670,0.0,bob letellier a good looking rich kid who studies science makes the acquaintance of alain a cynical and immoral young man the latter introduces him to the existentialist circles of saintgermaindesprés bob is invited to a party and becomes clos lover a rich heiress,low positive
Seven Days ... Seven Nights,1960,91.0,Drama            ,R,6.9,wealthy bored woman witness murder affection meet another witness . asks history victim fall love .,Peter Brook,Jeanne Moreau,1150,0.0,a wealthy and bored woman is witness of a murder in affection and meets another witness she asks him about the history of the victim and falls in love with him,low positive
Brain,1969,115.0,Adventure Comedy Crime            ,G,6.8,"NATO transfer fund Paris Brussels train , criminal mastermind posing British colonel plan steal two petty French thief also intent .",Gérard Oury,JeanPaul Belmondo,4299,0.0,when nato transfers some of its funds from paris to brussels by train a criminal mastermind posing as a british colonel plans to steal it but two petty french thieves also have the same intent,low negative
Madeline 's Madeline,2018,93.0,Drama            ,Unrated,6.3,theatre director 's latest project take life young star take performance seriously .,Josephine Decker,Helena Howard,4053,0.18,a theatre directors latest project takes on a life of its own when her young star takes her performance too seriously,low positive
Directed John Ford,1971,99.0,Documentary Biography            ,Unrated,7.7,documentary life film director John Ford .,Peter Bogdanovich,John Ford,1308,0.0,a documentary on the life and films of director john ford,neutral
Dr Jekyll & Sister Hyde,1971,94.0,Horror Sci-Fi            ,PG,6.6,Victorian scientist test serum transforms sensuous murderess .,Roy Ward Baker,Ralph Bates,3671,0.2,a victorian scientist tests a serum that transforms him into a sensuous murderess,neutral
Park Row,1952,83.0,Drama Thriller            ,Approved,7.2,"Globe small , visionary newspaper started Phineas Mitchell , editor recently fired Star . two newspaper become enemy , Star 's ruthless heiress Charity Hackett decides eliminate competition .",Samuel Fuller,Bela Kovacs,1985,0.0,the globe is a small but visionary newspaper started by phineas mitchell an editor recently fired by the star the two newspapers become enemies and the stars ruthless heiress charity hackett decides to eliminate the competition,low negative
Taking Power Louis XIV,1966,90.0,Biography History            ,G,7.1,"death Cardinal Mazarin , young king Louis XIV decides assert power control aristocracy .",Roberto Rossellini,JeanMarie Patte,1665,0.0,after the death of cardinal mazarin young king louis xiv decides to assert his power to control the aristocracy,low positive
Bottle Rocket,1996,91.0,Comedy Crime Drama            ,R,6.9,Three friend plan pull simple robbery go run .,Wes Anderson,Luke Wilson,82573,0.56,three friends plan to pull off a simple robbery and go on the run,neutral
Big Knife,1955,111.0,Crime Drama Film-Noir            ,Not Rated,6.8,Hollywood actor Charles Castle pressured studio bos criminal cover-up protect valuable career .,Robert Aldrich,Jack Palance,4025,0.0,hollywood actor charles castle is pressured by his studio boss into a criminal coverup to protect his valuable career,low negative
Hell 's Heroes,1929,68.0,Western            ,Passed,7.2,"Three bank robber run happen across woman give birth abandoned covered wagon . dy , name three bandit newborn son 's godfather .",William Wyler,Charles Bickford,927,0.0,three bank robbers on the run happen across a woman about to give birth in an abandoned covered wagon before she dies she names the three bandits as her newborn sons godfathers,neutral
Hell 's Highway,1932,62.0,Action Crime Drama            ,Passed,6.8,"Chain gang prisoner forced construct `` liberty highway `` overseer chasten brutal stewardship , causing Duke Ellis mastermind mass riot .","Rowland Brown, John Cromwell",Richard Dix,805,0.0,chain gang prisoners forced to construct a liberty highway for their overseer chasten under his brutal stewardship causing duke ellis to mastermind a mass riot,high negative
Gold Diggers 1935,1935,95.0,Comedy Musical Romance            ,Approved,6.9,"Romantic antic abound among guest luxury hotel , including stage director , eccentric millionaire , daughter financial backer .",Busby Berkeley,Dick Powell,2921,0.0,romantic antics abound among the guests at a luxury hotel including a stage director an eccentric millionaire and the daughter of a financial backer,neutral
Redes,1936,65.0,Drama            ,Not Rated,6.9,story burgeoning labor right amongst poor fisherman small village Mexico .,"Emilio Gómez Muriel, Fred Zinnemann",Silvio Hernndez,830,0.0,a story of burgeoning labor rights amongst poor fishermen in a small village in mexico,low negative
Il signor Max,1937,86.0,Comedy Romance            ,Approved,7.0,"Vittorio De Sica , heir large sum money owner newspaper vending stall , make enough money business take vacation fashionable resort . given ... See full summary »",Mario Camerini,Vittorio De Sica,331,0.0,vittorio de sica heir to a large sum of money and owner of a newspaper vending stall makes enough money out of his business to take a vacation at a fashionable resort he is given a                 see full summary »,low positive
Four Daughters,1938,90.0,Drama Music Romance            ,Approved,6.9,"musician blessed four musical prodigy , girl , cursed troubled young composer enters life Four Daughters .",Michael Curtiz,Claude Rains,2151,0.0,a musician is blessed with four musical prodigies all girls and cursed when a troubled young composer enters the lives of his four daughters,low negative
Idiot 's Delight,1939,107.0,Comedy Drama Romance            ,Approved,6.5,group disparate traveler caught thrown together posh Alpine hotel border closed beginning World War II .,Clarence Brown,Norma Shearer,1650,0.0,a group of disparate travelers are caught and thrown together in a posh alpine hotel when the borders are closed at the beginning of world war ii,low negative
Strange Cargo,1940,113.0,Adventure Drama Romance            ,Passed,6.9,Convicts escaping Devil 's Island come influence strange Christ-like figure ( Ian Hunter ) .,Frank Borzage,Clark Gable,2934,0.0,convicts escaping from devils island come under the influence of a strange christlike figure ian hunter,low negative
Manpower,1941,104.0,Comedy Drama            ,Passed,6.6,"Two friend , member road crew employed Los Angeles power company , battle element restore electrical power , trade punch woman .",Raoul Walsh,Edward G. Robinson,1685,0.0,two friends who are members of a road crew employed by a los angeles power company battle the elements to restore electrical power and trade punches over the same woman,neutral
Blood Sand,1941,125.0,Drama Romance Sport            ,Approved,6.8,Illiterate peasant Juan Gallardo rise meteorically fame fortune bullfight arena sow seed fall .,Rouben Mamoulian,Tyrone Power,3090,5.92,illiterate peasant juan gallardo rises meteorically to fame and fortune in the bullfight arena only to sow the seeds of his own fall,low positive
Jungle Book,1942,108.0,Action Adventure Family            ,Approved,6.7,boy raised wild animal try adapt human village life .,Zoltan Korda,Sabu,4565,2.83,a boy raised by wild animals tries to adapt to human village life,neutral
Glass Key,1942,85.0,Crime Drama Film-Noir            ,Passed,7.0,crooked politician find accused murder gangster refused help re-election campaign .,Stuart Heisler,Alan Ladd,7287,0.0,a crooked politician finds himself being accused of murder by a gangster from whom he refused help during a reelection campaign,neutral
Ghost Ship,1943,69.0,Drama Mystery Thriller            ,Passed,6.6,"Third Officer Tom Merriam accuses Captain Stone homicidal maniac , one belief .",Mark Robson,Richard Dix,3742,0.0,third officer tom merriam accuses captain will stone of being a homicidal maniac but no one believes him,neutral
Destination Tokyo,1943,135.0,Adventure War            ,Passed,7.1,"order provide information first air raid Tokyo , U.S. submarine sneak Tokyo Bay place spy team ashore .",Delmer Daves,Cary Grant,5661,0.0,in order to provide information for the first air raid over tokyo a us submarine sneaks into tokyo bay and places a spy team ashore,low positive
Red Sun,1971,112.0,Action Drama Western            ,PG,6.8,"1870 , gang robs train steal ceremonial Japanese sword meant gift U.S. President , prompting manhunt retrieve .",Terence Young,Charles Bronson,10449,4.84,in 1870 a gang robs a train and steals a ceremonial japanese sword meant as a gift for the us president prompting a manhunt to retrieve it,low positive
Nicholas Alexandra,1971,183.0,Biography Drama History            ,GP,7.2,"Tsar Nicholas II , inept last monarch Russia , insensitive need people , overthrown exiled Siberia family .",Franklin J. Schaffner,Michael Jayston,5462,3.96,tsar nicholas ii the inept last monarch of russia insensitive to the needs of his people is overthrown and exiled to siberia with his family,neutral
Country Teacher,2008,103.0,Drama Romance            ,Unrated,6.9,"Petr , youthful , quiet , sensitive , come Prague teach natural science country town . gruff principal asks 's running predicts 'll gone six month .... See full summary »",Bohdan Sláma,Pavel Liska,1500,0.05,petr youthful quiet and sensitive comes from prague to teach natural science in a country town the gruff principal asks what hes running from and predicts hell be gone in six months                see full summary »,low positive
Vratné lahve,2007,104.0,Comedy Drama            ,R,7.2,"comic love story man refuse accept old age empty love , meaning value society .",Jan Sverák,Zdenek Sverk,4996,0.0,a comic love story about a man who refuses to accept that old age is empty of love meaning and value to society,low positive
Bad Taste,1987,91.0,Comedy Horror Sci-Fi            ,Not Rated,6.5,population small town disappears replaced alien chase human flesh intergalactic fast-food chain .,Peter Jackson,Terry Potter,48720,0.0,the population of a small town disappears and is replaced by aliens that chase human flesh for their intergalactic fastfood chain,low negative
Dead & Buried,1981,94.0,Horror Mystery            ,R,6.5,"suspense horror film set small coastal town , series gory murder commited mob townspeople visiting tourist , corps begin come back life .",Gary Sherman,James Farentino,14563,0.22,a suspense horror film set in a small coastal town where after a series of gory murders commited by mobs of townspeople against visiting tourists the corpses begin to come back to life,low negative
Pistol Ringo,1965,98.0,Comedy Western            ,Approved,6.5,"'angel-faced ' gunfighter tasked infiltrating ranch overrun Mexican bandit saving hostage , including fiancée local sheriff .",Duccio Tessari,Giuliano Gemma,2241,0.0,an angelfaced gunfighter is tasked with infiltrating a ranch overrun by mexican bandits and saving their hostages including the fiancée of the local sheriff,neutral
West Soda,1965,86.0,Animation Comedy Western            ,R,7.0,"greedy villain try coerce woman marrying take land , stranger ride town intent taking bad guy .",Bruno Bozzetto,Nando Gazzolo,728,0.0,a greedy villain tries to coerce a woman into marrying him so he can take over her land when a stranger rides into town intent on taking down the bad guys,low negative
Bandidos,1967,90.0,Drama Western            ,Unrated,6.6,"hand mutilated former pupil train robbery , performing sharpshooter train young man framed crime seek revenge .",Massimo Dallamano,Enrico Maria Salerno,1031,0.0,after his hands are mutilated by his former pupil during a train robbery a performing sharpshooter trains a young man framed for the crime so that they can seek their revenge,low positive
Johnny Hamlet,1968,91.0,Drama Western            ,PG,6.5,"Back Civil War , Johnny Hamilton learns father murdered Santana bandit mother Gertrude married uncle Claude Johnny determined find truth .",Enzo G. Castellari,Andrea Giordana,643,0.0,back from the civil war johnny hamilton learns that his father was murdered by santana the bandit and that his mother gertrude married his uncle claude but johnny is determined to find out the truth,low positive
Corri uomo corri,1968,101.0,Adventure Comedy Western            ,Not Rated,6.8,"knife-wielding Mexican ne'er-do-well tasked scholar locating $ 3 million revolutionary gold , find working competing various party .",Sergio Sollima,Tomas Milian,1972,0.0,a knifewielding mexican neerdowell is tasked by a scholar with locating 3 million in revolutionary gold and finds himself working and competing with various parties for it,neutral
Ace High,1968,122.0,Comedy Western            ,PG-13,6.5,recently-escaped bandit form unlikely alliance two bounty hunter acrobat get revenge people framed .,Giuseppe Colizzi,Terence Hill,4713,0.0,a recentlyescaped bandit forms an unlikely alliance with two bounty hunters and an acrobat to get revenge against the people who framed him,high negative
5-Man Army,1969,105.0,Action Adventure Western            ,M/PG,6.6,"behest local revolutionary , mercenary enlists four specialist various combat style help rob Mexican Army train carrying $ 500,000 gold .","Don Taylor, Italo Zingarelli",Bud Spencer,1747,0.0,at the behest of local revolutionaries a mercenary enlists four specialists in various combat styles to help him rob a mexican army train carrying 500000 in gold,neutral
Man East,1972,123.0,Action Comedy Western            ,PG,6.5,"Wild West , dead Englishman 's greenhorn son join father 's old gang becomes real frontier-man .",Enzo Barboni,Terence Hill,3132,0.0,in the wild west a dead englishmans greenhorn son joins his fathers old gang and becomes a real frontierman,low positive
Man Called Blade,1977,101.0,Action Drama Thriller            ,Not Rated,6.6,"bounty hunter hired mining town 's crippled mayor find daughter , kidnapped mayor 's corrupt right-hand-man outlaw gang .",Sergio Martino,Maurizio Merli,1936,0.0,a bounty hunter is hired by a mining towns crippled mayor to find his daughter who has been kidnapped by the mayors corrupt righthandman and his outlaw gang,high negative
Major Dundee,1965,123.0,Adventure Drama War            ,PG-13,6.7,"1864 , due frequent Apache raid Mexico U.S. , Union officer decides illegally cross border destroy Apache , using mixed army Union troop , Confederate POWs , civilian mercenary , scout .",Sam Peckinpah,Charlton Heston,8700,0.01,in 1864 due to frequent apache raids from mexico into the us a union officer decides to illegally cross the border and destroy the apache using a mixed army of union troops confederate pows civilian mercenaries and scouts,low negative
Tumbleweeds,1925,78.0,Western            ,Approved,6.5,government grant fringe terrain settler want live work . starting sign gunshot iniciate run best field claim .,"King Baggot, William S. Hart",William S. Hart,664,0.0,the government will grant a fringe of terrain for the settlers who want to live and work there the starting sign will be a gunshot which will iniciate the run for the best fields and claims,low positive
Cat Ballou,1965,97.0,Western            ,Not Rated,6.7,young schoolteacher turn outlaw avenge murdered father .,Elliot Silverstein,Jane Fonda,15872,20.67,a young schoolteacher turns into an outlaw to avenge her murdered father,low positive
Appaloosa,2008,115.0,Action Crime Drama            ,R,6.7,Two friend hired police small town suffering rule rancher find job complicated arrival young widow .,Ed Harris,Ed Harris,64004,20.21,two friends hired to police a small town that is suffering under the rule of a rancher find their job complicated by the arrival of a young widow,low negative
Santa Fe Trail,1940,110.0,Drama War Western            ,Not Rated,6.2,"1854 , Jeb Stuart , George Custer graduate West Point posted Kansas help pacify territory railroad construction Santa Fe resume .",Michael Curtiz,Errol Flynn,4085,0.0,in 1854 jeb stuart george custer and other graduates from west point are posted to kansas to help pacify the territory before railroad construction to santa fe can resume,low negative
Paint Wagon,1969,164.0,Comedy Drama Musical            ,PG-13,6.6,Two unlikely prospector partner share wife California gold rush mining town .,Joshua Logan,Lee Marvin,14562,31.68,two unlikely prospector partners share the same wife in a california gold rush mining town,low negative
Run Arrow,1957,86.0,Drama Western            ,Approved,6.6,"South loses war , Confederate veteran O'Meara go West , join Sioux , take wife refuse American must choose side Sioux go war U.S. Army .",Samuel Fuller,Rod Steiger,2370,0.0,when the south loses the war confederate veteran omeara goes west joins the sioux takes a wife and refuses to be an american but he must choose a side when the sioux go to war against the us army,low negative
Cowboy,1958,92.0,Drama Western            ,Approved,6.7,idealistic tenderfoot Chicago hotel clerk taken cattle-drive Mexico famous trail bos Tom Reece discovers cowboy life n't expected .,Delmer Daves,Glenn Ford,3418,0.0,an idealistic tenderfoot chicago hotel clerk is taken on a cattledrive to mexico by famous trail boss tom reece but discovers that cowboy life isnt what he expected,low positive
Missing,2003,137.0,Adventure Drama Thriller            ,R,6.5,"1885 New Mexico , frontier medicine woman form uneasy alliance estranged father daughter kidnapped Apache brujo .",Ron Howard,Tommy Lee Jones,37827,26.9,in 1885 new mexico a frontier medicine woman forms an uneasy alliance with her estranged father when her daughter is kidnapped by an apache brujo,low positive
Ballad Little Jo,1993,121.0,Drama Romance Western            ,R,6.7,"thrown home , young woman decides disguise man survive ruthless Wild West .",Maggie Greenwald,Suzy Amis,1689,0.54,after being thrown out of her home a young woman decides to disguise herself as a man to survive the ruthless wild west,low negative
Black,2005,122.0,Drama            ,Not Rated,8.1,"cathartic tale young woman ca n't see , hear , speak , teacher brings ray light dark world .",Sanjay Leela Bhansali,Amitabh Bachchan,35767,0.73,the cathartic tale of a young woman who cant see hear or speak and the teacher who brings a ray of light into her dark world,low positive
Summer Wars,2009,114.0,Animation Action Adventure            ,PG,7.4,"student try fix problem accidentally caused OZ , digital world , pretending fiancé friend grandmother 's 90th birthday .",Mamoru Hosoda,Ryunosuke Kamiki,31379,0.08,a student tries to fix a problem he accidentally caused in oz a digital world while pretending to be the fiancé of his friend at her grandmothers 90th birthday,low negative
Priceless,2006,106.0,Comedy Romance            ,PG-13,7.0,"Jean , shy waiter work high-end hotel , mistaken young millionaire beautiful intriguing fortune hunter Irene .",Pierre Salvadori,Audrey Tautou,33012,1.5,jean a shy waiter who works at a highend hotel is mistaken for a young millionaire by the beautiful and intriguing fortune hunter irene,low positive
Taste Tea,2004,143.0,Comedy Fantasy            ,R,7.6,spell time rural family 's slightly surreal life .,Katsuhito Ishii,Maya Banno,7075,0.0,a spell of time of a rural familys slightly surreal life,low positive
Electric Shadows,2004,93.0,Drama            ,Not Rated,7.5,"apparent reason , mute young woman assault youth delivers water bicycle , injuring ruining bike . Surprisingly , asks feed fish ... See full summary »",Jiang Xiao,Yu Xia,1066,0.01,for no apparent reason a mute young woman assaults a youth who delivers water on his bicycle injuring him and ruining his bike surprisingly she asks him to feed her fish while she is in                see full summary »,low positive
"'s , Swear !",2008,110.0,Comedy Drama Family            ,Not Rated,7.4,"summer 1968 , Leon , 10-year-old boy , navigates hardship young love , lunatic mother 's whim , urge vandalize house neighbor .",Philippe Falardeau,Antoine Lcuyer,2380,0.0,during the summer of 1968 leon a 10yearold boy navigates the hardships of young love his lunatic mothers whims and his urges to vandalize the house of his neighbors,low positive
Karamazovi,2008,110.0,Drama            ,R,7.5,"film examines relationship life side proscenium , Petr Zelenka 's Karamazovi find Prague-based theatrical ensemble arriving Krakow , Poland - ... See full summary »",Petr Zelenka,Michaela Badinkov,1243,0.0,a film that examines the relationships between lives on both sides of the proscenium petr zelenkas karamazovi finds a praguebased theatrical ensemble arriving in krakow poland  where                 see full summary »,low positive
Examen,2003,90.0,Drama            ,Not Rated,7.7,"fully enjoying life 70 's , communist Romania , young man arrested accused terrible crime . Freed year later deeply affected sinister ... See full summary »",Titus Muntean,Marius Stanescu,693,0.0,while fully enjoying the life of the 70s in communist romania a young man is arrested and accused of a terrible crime freed a few years later and deeply affected by his sinister                 see full summary »,low negative
X-Men,2000,104.0,Action Adventure Sci-Fi            ,PG-13,7.3,"world mutant ( evolved super-powered human ) exist discriminated , two group form inevitable clash : supremacist Brotherhood , pacifist X-Men .",Bryan Singer,Patrick Stewart,638393,157.3,in a world where mutants evolved superpowered humans exist and are discriminated against two groups form for an inevitable clash the supremacist brotherhood and the pacifist xmen,neutral
X2,2003,134.0,Action Sci-Fi Thriller            ,PG-13,7.4,"anti-mutant Colonel William Stryker kidnaps Professor X attack school , X-Men must ally archenemy Magneto stop .",Bryan Singer,Patrick Stewart,569774,214.95,when antimutant colonel william stryker kidnaps professor x and attacks his school the xmen must ally with their archenemy magneto to stop him,neutral
X : First Class,2011,131.0,Action Sci-Fi            ,PG-13,7.7,"1960s , superpowered human Charles Xavier Erik Lensherr work together find others like , Erik 's vengeful pursuit ambitious mutant ruined life cause schism divide .",Matthew Vaughn,James McAvoy,715950,146.41,in the 1960s superpowered humans charles xavier and erik lensherr work together to find others like them but eriks vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them,low positive
X-Men : Days Future Past,2014,132.0,Action Adventure Sci-Fi            ,PG-13,7.9,X-Men send Wolverine past desperate effort change history prevent event result doom human mutant .,Bryan Singer,Patrick Stewart,736958,233.92,the xmen send wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants,low negative
Logan,2017,137.0,Action Drama Sci-Fi            ,R,8.1,"future mutant nearly extinct , elderly weary Logan lead quiet life . Laura , mutant child pursued scientist , come help , must get safety .",James Mangold,Hugh Jackman,814310,226.28,in a future where mutants are nearly extinct an elderly and weary logan leads a quiet life but when laura a mutant child pursued by scientists comes to him for help he must get her to safety,low negative
Nightmare Alley,2021,150.0,Crime Drama Thriller            ,R,7.0,grifter working way low-ranking carnival worker lauded psychic medium match wit psychologist bent exposing .,Guillermo del Toro,Bradley Cooper,160745,11.34,a grifter working his way up from lowranking carnival worker to lauded psychic medium matches wits with a psychologist bent on exposing him,neutral
C'mon C'mon,2021,109.0,Drama            ,R,7.4,"sister asks look son , radio journalist embarks cross-country trip energetic nephew show life away Los Angeles .",Mike Mills,Joaquin Phoenix,37279,0.0,when his sister asks him to look after her son a radio journalist embarks on a crosscountry trip with his energetic nephew to show him life away from los angeles,high positive
Karadjordje,1911,80.0,Biography Drama History            ,R,6.0,oldest found dramatic film Serbia made 1911 . `` Karadjordje `` biography famed leader rebellion Turkish empire 1804 . see whole life ... See full summary »,Ilija Stanojevic-Cica,Jovan AntonijevicDjedo,226,0.0,this is the oldest found dramatic film from serbia made in 1911 karadjordje is a biography of a famed leader of a rebellion against the turkish empire in 1804 we can see his whole life                 see full summary »,low positive
Tillie 's Punctured Romance,1914,82.0,Comedy            ,Not Rated,6.3,con man city dupe wealthy country girl marriage .,"Mack Sennett, Charles Bennett",Charles Chaplin,3670,0.0,a con man from the city dupes a wealthy country girl into marriage,high positive
"20,000 Leagues Sea",1916,85.0,Action Adventure Sci-Fi            ,Passed,6.1,French professor daughter accompany Captain Nemo adventure aboard submarine .,Stuart Paton,Allen Holubar,1947,8.0,a french professor and his daughter accompany captain nemo on an adventure aboard a submarine,neutral
Cudna devojka,1962,103.0,Drama Romance            ,R,7.5,"Nineteen year old Minja , disappointed affair professor drawing , left provincial town life big city disparaging love . Encountering Nenad , change influence love .",Jovan Zivanovic,Spela Rozin,149,0.0,nineteen year old minja disappointed after the affair with a professor of drawing left the provincial town and lives in a big city disparaging love encountering on nenad she changes under the influence of its own and love,low positive
Covek iz hrastove sume,1964,87.0,Drama War            ,R,7.0,"ex-servant becomes lonely Shepard , killer hidden mountain wood wartime . disguise black marketeer , woman town maintains constant connection ... See full summary »",Miodrag Popovic,Mija Aleksic,73,0.0,an exservant becomes a lonely shepard killer hidden in the mountain woods during wartime under disguise of black marketeer a woman from the town maintains a constant connection between                 see full summary »,low negative
Medusa Raft,1980,101.0,Drama            ,R,6.8,Story group eccentric Dadaist artist small Serbian town 1920s .,Karpo Acimovic-Godina,Olga Kacjan,233,0.0,story about the group of eccentric dadaist artists in a small serbian town in the 1920s,low negative
